what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539911835133
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539911836071
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1539911836293
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1539911836949
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1539911839465
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539911840246
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539911843309
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539911844418
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539911857886
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539911858574
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539911859027
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539911859792
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539911864075
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539911865169
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539911865825
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539911865901
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539911875932
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539911876126
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539911883285
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1539911891107
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539911893134
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539911900635
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539911902479
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539911904196
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539911909486
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539911997791
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1539911998822
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1539912002009
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539912003759
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539912087159
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1539912088122
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1539912094629
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1539912099007
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1539912099007
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539912101599
error,log,,,"Error executing 'nios2-bsp-generate-files --bsp-dir . --settings settings.bsp', unexpected return code 1.\n\nError message:\n\nWARNING: [Warning] C:\\Users\\ftiti\\Documents\\Microarquitetura\\lcd_hw.tcl: can't find package qsys exactly 16.1\r\n    while executing\r\n""package require -exact qsys 16.1""\r\nSEVERE: crt0.S source code not located in installed CPU module driver.\r\nSEVERE: crt0.S source code not located in installed CPU module driver.\r\nSEVERE: nios2-bsp-generate-files failed.\r\n",1539912113140
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539912120906
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539912125359
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539912188907
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1539912190798
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1539912192626
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539912194330
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539912233710
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1539912234458
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1539912239079
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1539912239711
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1539912240028
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1539912253331
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539912261230
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539912262172
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539912262308
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539912263518
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1539912263907
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539912264321
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1539912266098
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1539912266098
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.1.0.162,"com.altera.debug.cdi.gdb.plugin",1539912266102
stopped,bundle,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch",1539912266102
stopped,bundle,com.altera.sbtgui.ui,13.1.0.162,"com.altera.sbtgui.ui",1539912266108
stopped,bundle,com.altera.sbtgui.project,13.1.0.162,"com.altera.sbtgui.project",1539912266108
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1539912266108
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1539912266108
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1539912266108
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1539912266110
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1539912266119
stopped,bundle,com.altera.sbt4e.launch,13.1.0.162,"com.altera.sbt4e.launch",1539912266123
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1539912266142
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1539912266146
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.search",1539912266199
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1539912266199
stopped,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1539912266254
